track.id,track.name,track.artist,track.album.name,category,tempo,loudness,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,duration_min
7CFr7KuO7CWuqxJ3PtByXC,Und wenn ein Lied - Radio Edit,Söhne Mannheims,Und wenn ein Lied,Pop,99.999,-10.254,0.82,0.714,0.54,1.49e-5,0.146,0.0482,0.356,4.1133
5oPSBJ5WQNwRL9ICtohYfo,Chicago - Remastered 2014,Clueso,Weit weg (Remastered 2014),Pop,81.988,-6.591,0.191,0.632,0.652,0,0.109,0.0394,0.388,3.5446
1pndMvq4gZwX15JftJqE1K,Dann schlägt dein Herz,Olli Schulz,Das beige Album,Pop,179.993,-6.588,0.176,0.589,0.779,0.0829,0.065,0.0628,0.835,2.0338
2YhY300RAXvaeISY1srK2T,Prinzesschen,LaFee,LaFee,Pop,139.961,-6.554,0.0975,0.632,0.674,0,0.257,0.025,0.465,4.3078
5stqdnEmsr98AV26GweHJ8,All 4 One,Kool Savas,The Best Of,Pop,91.06,-6.132,0.0868,0.701,0.674,0,0.233,0.292,0.642,3.5636
1UW6Rf2rDz3XkHqnVZuHUu,Bis zum Schluss (feat. Silbermond),Curse,Freiheit,Pop,86.461,-7.279,0.035,0.516,0.784,0,0.107,0.152,0.49,3.7404
6RB1fEznHzr1TITfnnyitI,Hungriges Herz,Mia.,Stille Post,Pop,134.997,-5.961,0.0393,0.718,0.772,0,0.181,0.0307,0.96,4.3536
3tPoDyHhd5h9xUSQ5w3NR7,Wo willst du hin?,Xavier Naidoo,Zwischenspiel / Alles für den Herrn,Pop,84.954,-7.845,0.44,0.618,0.461,3.33e-6,0.0725,0.0658,0.374,4.3025
5v64DycnnkiEtJXiuObYhO,Keinen Zentimeter - Remastered 2014,Clueso,So sehr dabei (Remastered 2014),Pop,176.607,-5.364,0.306,0.583,0.851,1.64e-6,0.105,0.0563,0.739,3.4495
6n47F9dIaHnntab8G5cRZp,Hast du Lust?,Michelle,Rouge,Pop,130.02,-4.676,0.182,0.592,0.935,0,0.321,0.133,0.653,3.3089
5HxfEtCF7YE4f9jxz51OIi,Mensch - Remastered 2016,Herbert Grönemeyer,Mensch (Remastered 2016),Pop,174.031,-7.796,0.0501,0.685,0.683,7.44e-4,0.0669,0.0739,0.877,4.4516
2LJQHkTucSOJf9hQL0Q8ae,Mein Ding,Udo Lindenberg,Stark wie Zwei,Pop,126.973,-4.622,0.00895,0.618,0.827,0.00749,0.084,0.0311,0.455,4.4264
3QYi6nQ5sDi4eNh0DHZujh,Für Dich,Yvonne Catterfeld,Meine Welt,Pop,110.063,-5.309,0.773,0.632,0.5,0,0.19,0.027,0.285,4.5084
1sfg5AQ5NFecKm6GO7dkdo,Miss Me Too,Griff,Miss Me Too,Pop,119.911,-4.475,0.0928,0.603,0.789,0,0.0987,0.164,0.362,3.0344
7qoxdajngC0j9VXrcnephA,Before You Leave Me,Alex Warren,Before You Leave Me,Pop,120.035,-5.382,0.151,0.702,0.84,0,0.081,0.0657,0.639,2.9363
3AxfLI7PFjoe2voK0bmXjD,Simple Life,Leony,Simple Life,Pop,124.99,-4.292,0.332,0.783,0.867,0.00171,0.667,0.0483,0.704,2.5517
0Z7nGFVCLfixWctgePsRk9,TEXAS HOLD 'EM,Beyoncé,TEXAS HOLD 'EM,Pop,110.024,-6.514,0.588,0.725,0.709,0,0.135,0.072,0.353,3.9273
0GMs3jq70wmCo12pavj4st,Little Bit Better,Caleb Hearn,Little Bit Better,Pop,136.928,-9.376,0.483,0.66,0.449,0,0.164,0.0342,0.473,3.7938
5qxOeTyWa0JAst5fqdrqgu,Drown,Justin Timberlake,Drown,Pop,136.989,-5.337,0.382,0.606,0.58,2.37e-6,0.665,0.0389,0.34,4.3353
4UkUxO2WlKLc0Q1iEutGGh,CONTIGO (with Tiësto),KAROL G,CONTIGO (with Tiësto),Pop,122.029,-7.826,0.178,0.846,0.545,6.23e-6,0.0989,0.0736,0.268,3.2131
2XTSjtPIN0PzfJEfdceNaN,So Good,KAMRAD,So Good,Pop,127.965,-6.439,0.0568,0.818,0.843,1.1e-6,0.304,0.0345,0.913,2.4154
4f9wNNZET9wH7eMBgONd3d,Doctor (Work It Out) [feat. Miley Cyrus],Pharrell Williams,Doctor (Work It Out) [feat. Miley Cyrus],Pop,120.03,-5.502,0.0211,0.841,0.624,0,0.0788,0.0419,0.93,3.037
4bFxZwnepIIw61vQqxkDfm,Euphoria,Robert Grace,Euphoria,Pop,169.883,-5.604,0.212,0.569,0.853,0,0.115,0.0624,0.574,3.0676
6wpOHVSrinXhKqF4EBbpuS,alone,Cat Burns,alone,Pop,132.009,-2.069,0.43,0.524,0.851,3.67e-5,0.199,0.0854,0.526,2.8828
78dsAqvPezU0xkeEJMjlj3,Down,Jason Derulo,Nu King,Pop,115.923,-5.014,0.0725,0.732,0.738,0,0.203,0.292,0.734,2.1633
2SYovto91rjt4Dh5w330JJ,Teardrops,Liam Payne,Teardrops,Pop,152.012,-3.811,0.0529,0.497,0.818,0,0.088,0.0659,0.562,2.9121
046QZ0ociluzd0yjpY1tY4,Don't Let Me Down (feat. JVKE),Surfaces,Don't Let Me Down (feat. JVKE),Pop,123.052,-10.078,0.05,0.726,0.594,2.38e-4,0.129,0.0376,0.941,2.8124
6Qb7YsAqH4wWFUMbGsCpap,Training Season,Dua Lipa,Training Season,Pop,123.03,-4.5,0.0365,0.815,0.582,1.45e-6,0.138,0.0532,0.671,3.4915
1VJSaTNZ0eMem8EdIE8iOT,Gimme Your Hand,Samu Haber,Gimme Your Hand,Pop,146.086,-7.162,0.011,0.513,0.677,7.82e-6,0.26,0.0358,0.598,2.7261
2lbOVJ2oLUV6e2OvF3JbeH,Easy,Josh Breaks,Easy,Pop,175.878,-8.115,0.756,0.544,0.824,3.16e-6,0.227,0.0948,0.731,2.3661
5EyxR5yEN3mohQ5EycOpII,Son of a Bitch,Jessie Murph,Son of a Bitch,Pop,149.068,-7.514,0.271,0.597,0.679,0,0.0968,0.174,0.498,2.5997
3YhKrbfajDs49xwfTduSjn,One And Only,Chanin,One And Only,Pop,144.042,-5.703,0.256,0.643,0.674,0,0.505,0.0857,0.74,2.6676
2FVEPuJo6IQ078JPdQ5gVb,Make Me Your Mrs,Mae Stephens,Make Me Your Mrs,Pop,111.927,-4.359,0.55,0.826,0.676,0,0.0826,0.0342,0.818,2.6493
5BsHkqrEgTvMjLChE7nFoI,Stay With Me,Luca Hänni,Stay With Me,Pop,129.858,-9.163,0.68,0.678,0.313,0,0.107,0.0287,0.367,2.9553
6sMEb3eNrQiW2mxrvURMGc,Doing Better,FLETCHER,Doing Better,Pop,157.965,-8.368,0.114,0.615,0.55,7.38e-6,0.0757,0.247,0.632,2.5625
48vIfHaK7by6x0T6ucpODL,Make You Mine,Madison Beer,Make You Mine,Pop,123.171,-6.454,0.216,0.514,0.658,0.00586,0.206,0.0414,0.466,3.6759
1XZy2eprbATl4AnL9Fpsw1,Dance Alone,Sia,Dance Alone,Pop,119.961,-4.756,0.00296,0.687,0.651,0.26,0.0822,0.0419,0.508,2.8708
04KX5zCnyTz7e3C1jjeusx,Crazy,COSBY,Crazy,Pop,140.082,-3.606,0.0529,0.577,0.839,0,0.173,0.0601,0.614,2.7469
60NDVF7fFIq13aO9rIN80c,UN RAGAZZO UNA RAGAZZA,The Kolors,UN RAGAZZO UNA RAGAZZA,Pop,128,-3.071,0.0451,0.753,0.859,0,0.119,0.0796,0.921,3.6172
1fb1htW4ldQDBDR8IIzWeK,Cold Stare,Mackenzy Mackay,Cold Stare,Pop,93.023,-9.035,0.643,0.702,0.524,9.12e-6,0.123,0.122,0.34,2.6156
4vIiVs5JoNfqqRi5o7jAIb,Too Good to be True,Kacey Musgraves,Too Good to be True,Pop,79.988,-8.618,0.717,0.644,0.477,1.12e-4,0.122,0.0338,0.265,2.6675
1izC6AsOwb84CYQ7OA3ko7,Lucky,Dermot Kennedy,Lucky,Pop,166.135,-7.206,0.0859,0.49,0.687,3.55e-6,0.349,0.19,0.414,5.6366
7gJr3ockQ0fezUXuUXvaSq,Still Yours (From The Doc),The Kid LAROI,Still Yours (From The Doc),Pop,158.044,-7.63,0.0955,0.505,0.494,0,0.547,0.0447,0.198,2.6335
09aMmvVWk5n7kmsj2NS12a,Unlove You,Moncrieff,Unlove You,Pop,157.981,-5.222,0.494,0.478,0.529,0.00377,0.14,0.0316,0.177,2.772
2fB5YRuD88drKpCXQOAk03,Love On,Selena Gomez,Love On,Pop,115.987,-6.237,0.183,0.756,0.529,2.32e-6,0.0791,0.0368,0.524,3.0275
0lWksohJCovbV8wOSVOT9b,Cara Mia,BLANKA,Cara Mia,Pop,119.967,-4.762,0.0829,0.822,0.795,0,0.0853,0.0876,0.845,2.2177
6v4ABPB255HDSWyIj3S9Wn,Lovers In A Past Life (with Rag'n'Bone Man),Calvin Harris,Lovers In A Past Life (with Rag'n'Bone Man),Pop,129.992,-3.871,0.0713,0.752,0.793,1.71e-5,0.135,0.0423,0.725,2.6775
6Dl0r2R1W89PNtSmgesRXr,All That You Made Me,BANNERS,All That You Made Me,Pop,81.773,-9.028,0.909,0.6,0.177,0,0.138,0.0532,0.433,2.6839
0kb42sln40xKrX5wgwU1ak,Cry,Mergui,Cry,Pop,142.205,-7.18,0.9,0.404,0.257,0,0.115,0.0319,0.213,3.2641
7gD4nHdu7hOSXV2AN16H6d,Best Year Of My Life,Alessandra,Best Year Of My Life,Pop,159.935,-6.509,0.764,0.596,0.426,0,0.0849,0.039,0.301,2.7224
4p1i3nnCvKtkMWWx7EuKQ7,Tattoos,Natalie Jane,Tattoos,Pop,159.552,-6.188,0.296,0.468,0.526,1.47e-6,0.114,0.0459,0.103,2.7601
0l3wHXpYl5qups4fGV92KZ,Wide Awake,FLAVIA,Wide Awake,Pop,171.91,-7.662,0.531,0.473,0.627,0,0.686,0.0835,0.357,3.96
3RGTkawjlaqoIsgWSPM47w,First To Go,Astrid S,First To Go,Pop,136.025,-6.129,0.00209,0.658,0.818,2.42e-4,0.0754,0.0368,0.953,2.8845
3UrmjZcjcYP3zFUdfWOy46,River,Myles Smith,River,Pop,109.944,-8.967,0.38,0.764,0.502,0,0.14,0.0293,0.768,2.606
1ZKh4L8rWHcKPcUEy00mmm,I Will Let You Go,evi,I Will Let You Go,Pop,110.667,-9.616,0.358,0.412,0.4,0,0.141,0.049,0.214,2.8851
4LyjgYMLOm3ZHEmO5cYRar,Fuck It,Myle,Fuck It,Pop,100.023,-7.27,0.0159,0.78,0.49,5.96e-5,0.155,0.0319,0.357,2.35
0xvkTfdXvK7f1bOZ98ekbH,Highlights,Sasha Alex Sloan,Highlights,Pop,112.07,-12.166,0.85,0.734,0.169,0,0.104,0.0377,0.455,2.5382
4GEmQTg7yfnfZoNhgpCg61,Dizzy,Olly Alexander (Years & Years),Dizzy,Pop,125.985,-6.457,0.206,0.619,0.732,7.44e-6,0.101,0.0538,0.44,2.8813
4RjPbpWbPapGuV9mYsqvl6,Kiss Me Slow,VANÈS,Kiss Me Slow,Pop,130.014,-9.591,0.0262,0.744,0.281,7.01e-4,0.147,0.13,0.401,2.4337
4iVzeNvV42xwtm4bvKJ2Iu,Weak In The Knees,Matt Simons,Weak In The Knees,Pop,138.889,-8.342,0.696,0.669,0.612,0,0.134,0.0469,0.423,3.1109
5TZnCu5vibZW8AqEFgsqgY,Love Me,INNA,Everything Or Nothing #DQH1,Pop,99.606,-6.201,0.136,0.602,0.681,2.27e-6,0.179,0.103,0.734,2.4876
2h3slSQMBstt11fys4CFYb,LOVE NEVER FELT LIKE THIS,MAX,LOVE IN STEREO,Pop,93.971,-6.82,0.709,0.771,0.587,2.05e-5,0.106,0.0651,0.782,2.9173
5kFmIQoQwyshkCubSASRZH,Appletree,Ian Hooper,Ian Hooper,Pop,150.06,-5.819,0.227,0.724,0.812,2.29e-6,0.0995,0.0644,0.962,2.8361
1RaVANIegur4WaZTscvVS4,Venus,Zara Larsson,VENUS,Pop,170.052,-4.761,0.0093,0.507,0.695,2.87e-5,0.0962,0.0595,0.0883,3.4602
7KOPqGFvR7m7TVRPuHSN6A,Colorblind,Naomi Lareine,Colorblind,Pop,114.97,-4.815,0.00585,0.753,0.747,1.07e-4,0.315,0.0275,0.768,3.0339
5BGhpg8tYwnktLsFhIY3uv,25,HRVY,25,Pop,134.491,-10.356,0.837,0.577,0.304,0,0.313,0.0328,0.117,2.8208
66fWcyQPvaevkb3nRQQ6Cw,California Lullaby,Evangelia,California Lullaby,Pop,147.074,-6.531,0.196,0.677,0.88,0.00217,0.246,0.0433,0.777,2.9331
2JFSlL1Xsy2j7T5HdRCxpp,Over the Moon,Lily Meola,Over the Moon,Pop,138.591,-6.861,0.647,0.351,0.231,1.12e-5,0.0891,0.0315,0.155,4.2935
0IKYuqFlAmFkyJMpz2QlbL,Hotel Heartache,Thorsteinn Einarsson,Hotel Heartache,Pop,145.014,-6.838,0.0522,0.622,0.878,0.00109,0.0817,0.0375,0.449,3.0895
1uvQTupZCWMzDhsBeDKAHn,Crazy,Alicia Creti,Self/Less,Pop,131.588,-6.445,0.0823,0.604,0.599,0,0.126,0.174,0.555,3.1233
1Tua5aqLPuqVHGwadvkp7D,Happy Enough,Tors,Happy Enough,Pop,161.964,-5.655,0.0451,0.421,0.829,0,0.232,0.0354,0.377,3.3667
4mjMpDvvweBIuxC2LpbeWB,Suddenly Okay,Blake Rose,Suddenly Okay,Pop,85.9,-5.038,0.343,0.502,0.562,0,0.0599,0.0386,0.374,3.0635
1PEwRh4WQ3R1SvbxMNRAz6,Slow Dancing,BOY LOCO,Slow Dancing,Pop,124.014,-9.793,0.182,0.92,0.476,2.69e-5,0.0737,0.0513,0.717,3.3385
3a7hrn5cgp6D53uPUTc3Ai,Vegas,Johnny Orlando,The Ride,Pop,93.893,-9.274,0.494,0.603,0.482,4.09e-5,0.169,0.0336,0.197,2.8642
0DkZi0It78PGI6Nn7toKwR,In The Light,Michael Marcagi,American Romance,Pop,88.038,-14.364,0.327,0.602,0.359,1.94e-5,0.107,0.0346,0.319,3.254
5tewOYXM6gHZ1Lux0JkIjm,Hot Mess,Anacy,Hot Mess,Pop,95.413,-7.419,0.207,0.498,0.745,0.00556,0.114,0.142,0.395,3.5214
1VvCTfQE70hFSxxIo7EIXX,Forever Heartbreaker,DANA,Forever Heartbreaker,Pop,119.003,-8.612,0.556,0.754,0.526,2.04e-4,0.0832,0.0874,0.433,3.1633
1ejVPsU3vHJvIoYAoLBtZ2,Blue ft. LOVA,Sara James,Blue,Pop,97.392,-7.756,0.773,0.533,0.442,0,0.11,0.0337,0.533,3.6662
3cv94ffVsAqitFcbwlr2CV,One Man Show,Andi,One Man Show,Pop,89.73,-4.284,0.616,0.458,0.548,0,0.0975,0.0343,0.391,2.9678
3lMofUMejkswjxho8onh3R,Lovesick,Gavin James,Lovesick,Pop,84.861,-7.414,0.663,0.354,0.358,0,0.286,0.0258,0.162,2.8667
7CDQfxlivFpECBbv240tAw,Me Against My Head,Bea and her Business,Me Against My Head,Pop,116.879,-5.271,0.475,0.567,0.468,0,0.101,0.0435,0.245,3.334
219T78LbaDk0ZEPNAICDLJ,Lovers,Tiffany Aris,Lovers,Pop,98.987,-7.288,0.752,0.506,0.281,0,0.0842,0.0477,0.391,2.77
1PpXPKTi8QFqiG1DMQwNlq,Drifting Apart,Tobias Jensen,Drifting Apart,Pop,91.879,-7.043,0.0508,0.463,0.531,1.26e-6,0.18,0.0359,0.284,2.5272
5c87iiPldlSNuv55Ntnt2S,S.A.D.,Nicky Youre,S.A.D.,Pop,147.91,-3.879,0.395,0.588,0.706,0,0.0808,0.0404,0.379,2.4876
5HsVnMsIHrC6aUeOs7Eco4,This Is Me…Now,Jennifer Lopez,This Is Me…Now,Pop,128.064,-6.559,0.42,0.772,0.44,0,0.173,0.0511,0.228,4.223
4gBuBzYl2X0j38iKbo02Rl,poser,LØLØ,poser,Pop,99.93,-4.386,0.422,0.652,0.691,0,0.214,0.0299,0.36,2.8178
73W9I0EIOcw8IW8zEIiyN4,Nostalgia,NOTD,Nostalgia,Pop,125.986,-4.144,0.0287,0.746,0.827,0.00249,0.0963,0.0732,0.838,3.3235
0FlwhvrncUKrEAhzunmCKm,Forever,Noah Kahan,Stick Season (Forever),Pop,94.78,-10.855,0.723,0.395,0.254,0,0.122,0.037,0.235,4.4726
0DFldA3ySuV2dblrOAWq1f,Don't Forget Me,Maggie Rogers,Don't Forget Me,Pop,144.71,-4.259,0.368,0.478,0.555,0,0.132,0.0508,0.43,4.4227
5WMA8AmXGff8wo450I3Ecn,Dive,Holly Humberstone,Dive,Pop,80.738,-6.741,0.575,0.418,0.429,5.15e-6,0.12,0.0319,0.175,3.9899
6Vu1oZRaQagtGcv3sMYDFl,Tired Of Trying,ilayda,Tired Of Trying,Pop,113.93,-7.32,0.0171,0.816,0.479,2.89e-5,0.14,0.04,0.363,2.7487
0qB6vfLUW11bMGjz8SHvtt,heat,remme,heat,Pop,137.036,-6.676,0.104,0.699,0.719,0.00265,0.16,0.0303,0.957,3.112
757jXW0YRdVRbtjXK12kxu,White Socks,Hadar Sopher,White Socks,Pop,148.832,-4.808,0.248,0.714,0.716,0,0.241,0.178,0.704,2.5187
2REV45xgTkmZnixZyQdeCj,On My Mind,Alexander 23,On My Mind,Pop,130.012,-9.42,0.351,0.901,0.572,3.67e-4,0.0493,0.0444,0.964,3.0449
7kJvHYzLeRzerTJdsR8HPR,For The Night,Argyle,For The Night,Pop,95.663,-8.537,0.494,0.618,0.456,0,0.0874,0.0811,0.261,2.624
69rOb4KHHXklsVWMfx8Abo,Us,Leif Bent,Us,Pop,131.974,-9.574,0.676,0.57,0.246,1.89e-5,0.0831,0.0297,0.345,3.0487
2EBtLxQSV8EHpk4gHoMnl3,Older,Lizzy McAlpine,Older,Pop,82.895,-10.683,0.903,0.33,0.184,0,0.11,0.0401,0.188,3.3551
4NJqhmkGN042BrvHoMKUrJ,Austin,Dasha,Austin,Pop,114.902,-6.753,0.468,0.75,0.671,3.75e-6,0.108,0.0532,0.738,2.863
01TnMXIy7mJJQ7E8uy937N,Von dutch,Charli XCX,Von dutch,Pop,130.013,-5.679,0.00298,0.706,0.698,0.00375,0.116,0.0537,0.648,2.7381
2qvGI2uUNgNheWnfxQr25W,dont let me go,mgk,dont let me go,Pop,93.301,-11.385,0.607,0.502,0.458,8.01e-4,0.0903,0.349,0.172,2.8976
36FZL9SzRh5BhtG1cUyGWr,Too Much,girl in red,Too Much,Pop,161.973,-5.977,0.233,0.53,0.609,7.75e-6,0.108,0.0625,0.378,3.0579
7AYmToZ5y67fBjq4RLFbuq,TEXAS HOLD 'EM,Beyoncé,TEXAS HOLD 'EM,Pop,110.024,-6.514,0.588,0.725,0.709,0,0.135,0.072,0.353,3.9273
4Skkx52Dh8yo4G1ijAEGs3,Solo,Myles Smith,Solo,Pop,122.877,-7.993,0.715,0.586,0.439,0,0.117,0.0346,0.365,3.3293
3Fug6rfarsHtM6Ws9ofzaD,Lovesick,Jenna Raine,Lovesick,Pop,151.874,-5.725,0.285,0.588,0.726,0,0.19,0.0671,0.702,2.5293
0nt9QNF9rY5mPTAV9Nn9yH,You Were Mine,Forest Blakk,You Were Mine,Pop,127.741,-5.605,0.573,0.541,0.577,0,0.0853,0.0329,0.321,2.8588
3W2kGv8CcwRl2MWQN5vxKL,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,LOVE IN STEREO,Pop,152.859,-5.295,0.0824,0.656,0.695,0,0.38,0.103,0.589,2.8889
4qG7hWhljsqqENL5PaLA2z,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,Pop,132.427,-9.726,0.344,0.327,0.452,0.00332,0.11,0.0277,0.202,4.6354
6dpLxbF7lfCAnC9QRTjNLK,Home,Good Neighbours,Home,Pop,77.002,-4.44,0.0289,0.583,0.676,0.0634,0.121,0.0298,0.134,2.6248
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,Scared To Start,Pop,148.035,-11.258,0.384,0.527,0.551,2.75e-6,0.403,0.0345,0.443,2.6606
330ssf1QuLQjoaoyZbyrPI,I Don't Wanna Dance,Charlotte Lawrence,I Don't Wanna Dance,Pop,96.992,-7.195,0.306,0.696,0.485,0,0.162,0.0265,0.433,3.0407
1whAXVGN8AdfrnoXNIXfJf,Truth or Dare,Tyla,TYLA,Pop,154.255,-5.752,0.183,0.61,0.599,1.24e-4,0.0854,0.341,0.805,3.1732
5utUZ5nv6y6dR8irsnOQEj,Bloom,Aqyila,Bloom,Pop,158.344,-5.266,0.564,0.451,0.754,2.4e-6,0.311,0.131,0.379,2.9177
1o8Z7GD1CeOaVBEyuzu4HO,On My Mama,Victoria Monét,On My Mama,Pop,153.277,-7.865,0.551,0.481,0.539,0.00539,0.12,0.108,0.621,3.1113
2VDTqhsSzrRxsbjvv4KLPl,Memories,Dean Lewis,Memories,Pop,128.704,-6.507,0.797,0.569,0.393,0,0.123,0.0411,0.405,2.9922
2fWqTX6zcIHCfhJjLA5pxR,You Could Start A Cult - Live from Spotify Studios,Niall Horan,Live from Spotify Studios,Pop,83.985,-11.288,0.829,0.506,0.113,4.3e-6,0.733,0.0311,0.2,2.9343
7jK1u0cB8KMCFQEkLqPjnu,GRAVITY,Matt Hansen,GRAVITY,Pop,136.072,-9.124,0.79,0.564,0.39,0,0.113,0.0342,0.147,2.9041
2lJn77IeZAP9cmv6DPXOrL,Deeper Well,Kacey Musgraves,Deeper Well,Pop,110.598,-7.843,0.511,0.509,0.518,0,0.173,0.0279,0.365,3.8689
3y5nzCgwQPoaYWTdoKxWTo,EASY (English ver.),LE SSERAFIM,EASY (English ver.),Pop,165.002,-5.149,0.212,0.737,0.694,7.14e-6,0.116,0.0494,0.567,2.7424
2hPGC3ZuGsJUF1ixwzNMU6,Good To Be,Mark Ambor,Good To Be,Pop,94.009,-5.861,0.575,0.656,0.731,0.00111,0.397,0.0278,0.376,2.4528
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,DECIDE,Pop,159.982,-7.643,0.0351,0.689,0.454,0.00259,0.0707,0.0584,0.912,2.6541
6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,ORQUÍDEAS,Pop,107.999,-5.36,0.00348,0.685,0.61,5.4e-4,0.183,0.0343,0.464,4.3395
0LMwmV37RCmBO2so0szAFs,Whatever,Kygo,Whatever,Pop,107.943,-5.678,0.114,0.576,0.776,0,0.333,0.066,0.596,2.9712
3dj4wgM3cPeuLwMNHDuBon,The Door,Teddy Swims,I've Tried Everything But Therapy (Part 1),Pop,127.922,-5.483,0.0193,0.731,0.861,0,0.123,0.0532,0.759,3.5442
2t6drKARdGJAAEzx9PTlo3,Planet,Aidan Bissett,Supernova (Extended),Pop,87.029,-3.468,0.0369,0.553,0.763,0,0.0473,0.0373,0.435,3.106
2lWdeczQNurRVraTyZFmgp,Last Man Standing,Livingston,Last Man Standing,Pop,138.386,-5.764,0.843,0.628,0.441,0,0.105,0.0333,0.453,3.0504
1ACA277B6f46DYCgZW8di3,if u think i'm pretty,Artemas,pretty,Pop,143.533,-5.771,0.541,0.535,0.622,0.0209,0.402,0.0593,0.457,2.1368
4JGtRHnWyaNq7FIOZoBdPe,Belong Together,Mark Ambor,Belong Together,Pop,90.97,-5.203,0.491,0.646,0.668,0,0.212,0.0282,0.64,2.472
2l7UudWZ44l1WbHx6ANod9,Homesick (with Sam Fender),Noah Kahan,Homesick (with Sam Fender),Pop,169.833,-6.442,0.0285,0.465,0.63,5.3e-6,0.339,0.0398,0.389,3.2403
0BhdrTIB5flACZyaLjdzp4,Call Me Yours,Lillian Hepler,Call Me Yours,Pop,74.09,-7.967,0.342,0.566,0.301,0,0.119,0.102,0.127,2.5305
0kc2XuAnTuAA4viTMoKsjV,Rebound (feat. Anuel AA),Jennifer Lopez,This Is Me...Now (Deluxe),Pop,138.034,-5.296,0.213,0.777,0.652,0,0.0925,0.0999,0.663,3.3189
7cIn67LEvk16v6komC8znS,ONE SPARK,TWICE,With YOU-th,Pop,169.005,-4.928,0.0151,0.592,0.766,0,0.753,0.0727,0.413,3.0593
1TbxAY9cb9MbvTifjcvSkJ,this is what winter feels like,JVKE,this is what winter feels like,Pop,115.051,-5.7,0.652,0.59,0.506,0.466,0.375,0.0596,0.356,3.2464
0QctD9krtPbC8KBOK6hRfb,Lonely Dancers,Conan Gray,Lonely Dancers,Pop,95.992,-4.165,0.0537,0.644,0.829,0,0.185,0.0278,0.684,2.4838
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,Beautiful Things,Pop,105.029,-5.692,0.151,0.472,0.471,0,0.14,0.0603,0.219,3.0051
0WIv5qV41y6YjjB9V1biuC,Made For Me,Muni Long,Made For Me,Pop,120.006,-6.42,0.137,0.785,0.47,1.12e-6,0.131,0.0329,0.0569,3.1333
0QosomGFiJYOxj2ViZfqng,Selfish,Justin Timberlake,Selfish,Pop,88.004,-6.752,0.0723,0.69,0.543,0.0291,0.0873,0.0364,0.376,3.8222
5brMixqQiQN4D60xmvrSts,Kissing Strangers,USHER,COMING HOME,Pop,164.931,-7.093,0.158,0.729,0.577,1.94e-5,0.11,0.138,0.67,2.9927
3JhpAudiaS7sjVGnL09fx2,DARLING DRIVE,METTE,DARLING DRIVE,Pop,117.19,-5.681,0.027,0.799,0.837,0,0.109,0.47,0.531,3.325
3bK1zVFBKIzYjmptmI4NsJ,Overdrive (feat. Norma Jean Martine),Ofenbach,Overdrive (feat. Norma Jean Martine),Pop,126.963,-3.546,0.00257,0.611,0.757,0,0.058,0.03,0.279,2.5984
7ijN634pExtKjNIm7vvvAa,History Of Man,Maisie Peters,The Good Witch,Pop,125.3,-5.677,0.606,0.451,0.536,1.68e-6,0.109,0.071,0.287,3.4713
13d25rq5AA5ppzekwPwtUz,Free Falling,James Arthur,Bitter Sweet Love,Pop,112.254,-8.661,0.512,0.319,0.394,2.74e-5,0.109,0.0318,0.213,2.89
3TBNXtO8ukvpbgvkMuttsb,Dreaming,Tones And I,Dreaming,Pop,89.959,-6.948,0.191,0.668,0.608,1.63e-4,0.213,0.142,0.332,3.4709
2KlWdo608p1j3BUnkKzmdb,How Much Longer?,Alexander 23,How Much Longer?,Pop,157.911,-8.495,0.426,0.457,0.451,0,0.119,0.0323,0.362,4.0633
4WkmcS7sW41aVsFdJ2PfT7,lavender (feat. Pink Sweat$),JVKE,lavender (feat. Pink Sweat$),Pop,72.512,-4.662,0.205,0.762,0.656,0.00119,0.227,0.066,0.672,2.6207
5ftDdWVTk330Wbnm2eRf89,"he loves me, he loves me not",Jessica Baio,petals,Pop,180.168,-7.179,0.023,0.489,0.67,3.9e-5,0.539,0.253,0.367,2.6267
54fIT6FB4H6z3BJXQai1hm,Clarity,24kGoldn,Clarity,Pop,151.228,-5.074,0.29,0.671,0.818,0,0.141,0.25,0.55,2.2918
02Vncg7BGazGARW9CMVstt,Pick Me,Alec Benjamin,Pick Me,Pop,104.105,-8.536,0.801,0.706,0.488,0,0.116,0.0518,0.483,2.9784
6UumSbVp1ae6IfcOWDo1oL,Love Me Not,Emei,Love Me Not,Pop,87.953,-5.57,0.0279,0.701,0.835,0,0.282,0.19,0.911,2.3392
4E63weMCaNZuGPEFMnuEi8,exes,Tate McRae,THINK LATER,Pop,136.962,-6.57,0.173,0.821,0.575,2.42e-4,0.114,0.0589,0.611,2.6567
1BEioZa6o8AVDmOh5Sc86j,Comfortable,Victor Ray,Comfortable,Pop,76.416,-5.897,0.45,0.417,0.412,0,0.0985,0.0711,0.321,3.816
